timestamp,latitude,longitude,altitude,speed,battery,roll,pitch,yaw,gps_satellites,signal_strength,acceleration_x,acceleration_y,acceleration_z
16.0,40.7132224,-74.006767,64.0,12.45,94.23,0.18,-3.1,234.0,14,87.53,-0.073,0.001,1.014
16.5,40.7131755,-74.0068084,63.34,12.57,94.05,-0.98,-3.89,238.5,14,89.64,-0.069,0.036,0.991
17.0,40.7131263,-74.0068448,63.42,12.69,93.88,-1.01,-3.11,243.0,12,88.26,-0.067,0.03,0.994
17.5,40.713075,-74.0068759,63.22,12.9,93.7,-2.48,-3.85,247.5,14,89.2,-0.055,0.024,1.015
18.0,40.7130221,-74.0069017,62.84,12.65,93.53,-1.84,-3.19,252.0,11,87.12,-0.053,0.044,0.989
18.5,40.7129678,-74.0069219,62.64,12.63,93.35,-3.2,-3.77,256.5,11,88.9,-0.068,0.046,0.999
19.0,40.7129124,-74.0069364,62.05,12.33,93.18,-2.74,-4.85,261.0,11,91.25,-0.083,0.055,0.978
19.5,40.7128564,-74.0069452,61.8,12.91,93.0,-3.28,-4.06,265.5,14,84.22,-0.088,0.067,0.983
20.0,40.7128,-74.0069481,61.55,12.79,92.83,-4.73,-3.58,270.0,12,84.43,-0.062,0.102,1.002
20.5,40.7127436,-74.0069452,60.85,12.39,92.65,-4.97,-4.85,274.5,11,88.3,-0.089,0.084,1.007
21.0,40.7126876,-74.0069364,60.59,12.69,92.48,-5.26,-3.67,279.0,13,84.61,-0.051,0.084,1.0
21.5,40.7126322,-74.0069219,60.53,12.69,92.3,-5.71,-2.93,283.5,11,88.07,-0.063,0.103,1.008
22.0,40.7125779,-74.0069017,59.78,12.57,92.13,-6.53,-4.38,288.0,14,88.49,-0.075,0.096,0.975
22.5,40.712525,-74.0068759,59.74,12.8,91.95,-5.15,-3.85,292.5,13,84.62,-0.069,0.076,0.991
23.0,40.7124737,-74.0068448,59.16,12.88,91.78,-5.12,-3.2,297.0,12,91.44,-0.063,0.073,0.984
23.5,40.7124245,-74.0068084,58.74,12.71,91.6,-6.25,-3.15,301.5,12,85.87,-0.043,0.114,0.989
24.0,40.7123776,-74.006767,58.78,12.44,91.43,-5.22,-1.76,306.0,13,89.94,-0.021,0.106,1.013
24.5,40.7123333,-74.0067209,58.4,12.95,91.25,-6.31,-2.11,310.5,11,86.94,-0.041,0.097,1.012
25.0,40.7122918,-74.0066704,57.83,12.55,91.08,-4.97,-2.7,315.0,14,85.02,-0.066,0.081,0.99
25.5,40.7122535,-74.0066157,57.85,12.87,90.9,-5.03,-1.91,319.5,13,85.89,-0.02,0.083,0.987
26.0,40.7122186,-74.0065573,57.37,12.29,90.73,-5.67,-0.63,324.0,11,91.77,0.0,0.092,0.981
26.5,40.7121873,-74.0064954,56.91,12.24,90.55,-5.62,-0.75,328.5,11,86.69,-0.018,0.109,0.978
27.0,40.7121597,-74.0064304,56.51,12.85,90.38,-4.78,-0.29,333.0,12,86.57,-0.002,0.068,1.002
27.5,40.7121361,-74.0063628,56.59,12.93,90.2,-4.78,-1.41,337.5,14,87.92,-0.01,0.085,1.001
28.0,40.7121165,-74.006293,55.97,12.57,90.03,-3.46,-0.19,342.0,14,90.73,-0.005,0.057,0.999
28.5,40.7121012,-74.0062213,55.72,12.25,89.85,-2.31,-0.59,346.5,12,84.62,-0.018,0.052,0.979
29.0,40.7120902,-74.0061483,55.55,12.45,89.68,-3.44,-0.22,351.0,11,86.69,0.009,0.059,1.013
29.5,40.7120836,-74.0060744,55.59,12.22,89.5,-2.96,-0.13,355.5,11,84.39,-0.0,0.032,1.011
30.0,40.7120814,-74.006,55.35,12.59,89.33,-2.2,0.88,0.0,11,85.05,-0.0,0.023,0.988
30.5,40.7120836,-74.0059256,55.04,12.34,89.15,-1.33,1.7,4.5,14,91.23,0.038,0.024,1.016
31.0,40.7120902,-74.0058517,55.0,12.25,88.98,0.14,2.01,9.0,12,85.39,0.023,-0.009,0.985
31.5,40.7121012,-74.0057787,54.89,12.42,88.8,-0.3,1.25,13.5,11,87.78,0.013,0.016,1.019
32.0,40.7121165,-74.005707,54.89,12.73,88.63,1.1,2.64,18.0,11,88.82,0.056,-0.031,0.994
32.5,40.7121361,-74.0056372,54.74,12.28,88.45,0.34,2.11,22.5,14,88.32,0.046,0.009,0.988
33.0,40.7121597,-74.0055696,54.79,12.42,88.28,2.25,3.83,27.0,12,89.09,0.069,-0.052,1.015
33.5,40.7121873,-74.0055046,55.3,12.89,88.1,2.36,2.64,31.5,12,85.26,0.039,-0.028,1.012
34.0,40.7122186,-74.0054427,55.06,12.22,87.93,3.76,3.6,36.0,11,87.64,0.069,-0.081,1.004
34.5,40.7122535,-74.0053843,54.98,12.89,87.75,2.9,3.11,40.5,14,88.75,0.064,-0.035,0.994
35.0,40.7122918,-74.0053296,54.98,12.3,87.58,4.69,4.34,45.0,13,87.06,0.08,-0.077,0.997
35.5,40.7123333,-74.0052791,55.29,12.77,87.4,5.07,3.41,49.5,11,85.36,0.064,-0.074,0.983
36.0,40.7123776,-74.005233,55.53,12.69,87.23,5.53,4.2,54.0,13,90.95,0.075,-0.083,0.977
36.5,40.7124245,-74.0051916,55.79,12.19,87.05,6.09,3.04,58.5,13,90.34,0.06,-0.093,0.976
37.0,40.7124737,-74.0051552,55.78,12.74,86.88,4.96,4.12,63.0,12,85.2,0.076,-0.091,0.976
37.5,40.712525,-74.0051241,56.06,12.9,86.7,5.92,3.99,67.5,12,85.21,0.062,-0.085,1.009
38.0,40.7125779,-74.0050983,56.05,12.73,86.53,6.56,4.18,72.0,14,88.19,0.062,-0.126,0.973
38.5,40.7126322,-74.0050781,56.57,12.28,86.35,6.17,3.75,76.5,14,84.96,0.064,-0.112,1.011
39.0,40.7126876,-74.0050636,56.61,12.36,86.18,5.1,3.96,81.0,11,88.82,0.071,-0.109,0.989
39.5,40.7127436,-74.0050548,56.97,12.35,86.0,5.54,3.55,85.5,13,88.16,0.073,-0.093,1.002
40.0,40.7128,-74.0050519,57.45,12.34,85.83,4.99,3.67,90.0,12,89.19,0.052,-0.097,0.976
40.5,40.7128564,-74.0050548,57.4,12.4,85.65,6.34,3.85,94.5,11,89.43,0.053,-0.102,0.973
41.0,40.7129124,-74.0050636,57.94,12.38,85.48,4.74,3.52,99.0,13,89.49,0.045,-0.088,0.999
41.5,40.7129678,-74.0050781,58.17,12.8,85.3,6.29,2.77,103.5,14,91.17,0.049,-0.091,0.974
42.0,40.7130221,-74.0050983,58.51,12.84,85.13,4.14,3.36,108.0,11,90.9,0.042,-0.071,1.0
42.5,40.713075,-74.0051241,58.91,12.5,84.95,5.37,2.11,112.5,11,84.13,0.047,-0.085,0.989
43.0,40.7131263,-74.0051552,59.11,12.18,84.78,5.15,3.47,117.0,12,87.22,0.077,-0.105,0.998
43.5,40.7131755,-74.0051916,59.4,12.35,84.6,3.36,1.28,121.5,14,84.64,0.037,-0.055,0.987
44.0,40.7132224,-74.005233,60.03,12.96,84.43,4.35,1.84,126.0,12,85.24,0.017,-0.066,0.979
44.5,40.7132667,-74.0052791,60.64,12.31,84.25,3.64,2.59,130.5,14,85.3,0.049,-0.078,0.991
45.0,40.7133082,-74.0053296,60.44,12.73,84.08,3.43,1.66,135.0,13,91.85,0.028,-0.072,0.995
45.5,40.7133465,-74.0053843,61.24,12.45,83.9,2.18,0.13,139.5,14,88.97,-0.017,-0.046,1.013
46.0,40.7133814,-74.0054427,61.7,12.6,83.73,1.48,1.12,144.0,12,87.73,0.018,-0.025,1.004
46.5,40.7134127,-74.0055046,62.0,12.36,83.55,1.44,-0.27,148.5,13,91.62,0.006,-0.028,1.0
47.0,40.7134403,-74.0055696,62.33,12.76,83.38,0.45,1.0,153.0,11,87.46,0.016,-0.007,0.983
47.5,40.7134639,-74.0056372,62.55,12.83,83.2,-0.55,0.63,157.5,13,91.31,0.013,-0.004,0.989
48.0,40.7134835,-74.005707,62.95,12.31,83.03,-1.14,-0.17,162.0,12,87.26,0.014,0.023,0.996
48.5,40.7134988,-74.0057787,63.1,12.79,82.85,-0.84,-0.57,166.5,11,87.21,-0.028,0.013,0.984
49.0,40.7135098,-74.0058517,63.55,12.46,82.68,-1.99,-0.76,171.0,12,89.98,0.004,0.046,1.0
49.5,40.7135164,-74.0059256,63.53,12.66,82.5,-3.27,-0.77,175.5,11,86.76,-0.021,0.043,1.007
50.0,40.7135186,-74.006,63.49,12.49,82.33,-2.96,-1.62,180.0,11,91.0,-0.023,0.055,0.987
50.5,40.7135164,-74.0060744,64.08,12.3,82.15,-4.14,-1.47,184.5,14,87.72,-0.035,0.072,1.0
51.0,40.7135098,-74.0061483,64.06,12.84,81.98,-3.24,-3.05,189.0,12,88.31,-0.047,0.061,0.985
51.5,40.7134988,-74.0062213,64.38,12.48,81.8,-5.07,-3.26,193.5,12,84.01,-0.046,0.098,1.0
52.0,40.7134835,-74.006293,64.66,12.75,81.63,-4.75,-3.54,198.0,14,88.92,-0.05,0.068,0.983
52.5,40.7134639,-74.0063628,64.81,12.17,81.45,-6.11,-2.57,202.5,12,89.93,-0.054,0.111,0.974
53.0,40.7134403,-74.0064304,64.72,12.26,81.28,-6.47,-3.59,207.0,14,84.97,-0.044,0.1,1.004
53.5,40.7134127,-74.0064954,65.12,12.53,81.1,-4.82,-4.37,211.5,12,90.96,-0.075,0.1,1.009
54.0,40.7133814,-74.0065573,65.08,12.4,80.93,-5.05,-3.55,216.0,12,84.62,-0.045,0.076,0.987
54.5,40.7133465,-74.0066157,65.24,12.85,80.75,-5.58,-3.85,220.5,11,85.23,-0.078,0.102,0.998
55.0,40.7133082,-74.0066704,65.18,12.68,80.58,-5.3,-4.56,225.0,12,84.23,-0.095,0.077,1.004
55.5,40.7132667,-74.0067209,64.99,12.9,80.4,-5.02,-3.03,229.5,12,86.81,-0.035,0.097,0.983
56.0,40.7132224,-74.006767,64.98,12.18,80.23,-6.84,-3.71,234.0,11,90.89,-0.055,0.105,1.0
56.5,40.7131755,-74.0068084,65.17,12.71,80.05,-5.76,-4.41,238.5,11,91.12,-0.091,0.11,0.972
57.0,40.7131263,-74.0068448,64.55,12.28,79.88,-4.74,-3.56,243.0,13,90.21,-0.055,0.099,0.98
57.5,40.713075,-74.0068759,64.97,12.35,79.7,-4.8,-3.46,247.5,13,91.91,-0.045,0.09,0.983
58.0,40.7130221,-74.0069017,64.63,12.2,79.53,-4.0,-4.03,252.0,14,89.23,-0.076,0.057,1.013
58.5,40.7129678,-74.0069219,64.47,12.2,79.35,-4.2,-4.03,256.5,14,90.13,-0.061,0.079,0.999
59.0,40.7129124,-74.0069364,64.32,12.27,79.18,-4.13,-3.53,261.0,12,85.59,-0.042,0.079,0.978
59.5,40.7128564,-74.0069452,64.26,12.27,79.0,-4.23,-3.17,265.5,14,87.65,-0.063,0.056,0.98
60.0,40.7128,-74.0069481,63.48,12.26,78.83,-2.6,-3.65,270.0,13,86.7,-0.075,0.031,1.015
60.5,40.7127436,-74.0069452,63.78,12.83,78.65,-3.35,-3.86,274.5,10,71.66,-0.057,0.057,0.98
61.0,40.7126876,-74.0069364,62.96,12.24,78.48,-3.08,-3.08,279.0,8,55.36,-0.059,0.046,0.983
61.5,40.7126322,-74.0069219,62.84,12.38,78.3,-2.07,-3.25,283.5,5,33.97,-0.06,0.035,1.011
62.0,40.7125779,-74.0069017,62.85,12.95,78.13,-1.65,-1.85,288.0,2,15.0,-0.034,0.026,1.007
62.5,40.712525,-74.0068759,62.4,12.62,77.95,-0.89,-2.36,292.5,2,15.0,-0.026,0.029,1.001
63.0,40.7124737,-74.0068448,62.07,12.39,77.78,1.13,-2.16,297.0,2,15.0,-0.018,-0.022,1.018
63.5,40.7124245,-74.0068084,61.96,12.57,77.6,1.58,-2.28,301.5,2,15.0,-0.042,-0.017,0.983
64.0,40.7123776,-74.006767,61.32,12.32,77.43,2.19,-1.19,306.0,2,15.0,-0.005,-0.036,0.991
64.5,40.7123333,-74.0067209,61.34,12.75,77.25,2.55,-0.18,310.5,2,15.0,0.01,-0.044,0.989
65.0,40.7122918,-74.0066704,60.56,12.38,77.08,1.57,-0.41,315.0,2,15.0,0.002,-0.045,0.999
65.5,40.7122535,-74.0066157,60.37,12.92,76.9,3.52,0.5,319.5,2,15.0,-0.004,-0.079,0.993
66.0,40.7122186,-74.0065573,60.27,12.52,76.73,3.9,0.78,324.0,2,15.0,-0.006,-0.062,0.985
66.5,40.7121873,-74.0064954,59.74,12.55,76.55,3.86,1.35,328.5,2,15.0,0.011,-0.056,0.994
67.0,40.7121597,-74.0064304,59.47,12.94,76.38,4.6,-0.28,333.0,2,15.0,0.002,-0.078,0.998
67.5,40.7121361,-74.0063628,58.88,12.7,76.2,5.37,1.38,337.5,2,15.0,0.004,-0.105,1.004
68.0,40.7121165,-74.006293,58.78,12.78,76.03,5.93,0.39,342.0,2,15.0,-0.008,-0.098,0.975
68.5,40.7121012,-74.0062213,58.14,12.39,75.85,5.21,2.44,346.5,2,15.0,0.032,-0.075,1.011
69.0,40.7120902,-74.0061483,58.03,12.6,75.68,4.73,1.49,351.0,2,15.0,0.008,-0.07,0.986
69.5,40.7120836,-74.0060744,57.78,12.67,75.5,6.46,1.56,355.5,2,15.0,0.033,-0.121,1.001
70.0,40.7120814,-74.006,57.51,12.33,75.33,5.21,3.06,0.0,2,15.0,0.048,-0.083,0.983
70.5,40.7120836,-74.0059256,56.92,12.17,75.15,5.45,3.73,4.5,3,21.25,0.057,-0.084,1.012
71.0,40.7120902,-74.0058517,57.01,12.2,74.98,5.61,2.15,9.0,4,27.5,0.023,-0.095,0.986
71.5,40.7121012,-74.0057787,56.69,12.5,74.8,6.11,3.96,13.5,5,33.75,0.057,-0.102,1.009
72.0,40.7121165,-74.005707,56.29,12.22,74.63,4.96,2.66,18.0,6,40.0,0.034,-0.091,1.001
72.5,40.7121361,-74.0056372,55.94,12.33,74.45,5.29,3.16,22.5,7,46.25,0.045,-0.08,1.011
73.0,40.7121597,-74.0055696,55.92,12.83,74.28,4.38,3.1,27.0,8,52.5,0.072,-0.066,0.984
73.5,40.7121873,-74.0055046,55.81,12.19,74.1,4.3,3.03,31.5,8,58.75,0.071,-0.065,1.006
74.0,40.7122186,-74.0054427,55.25,12.89,73.93,5.57,4.55,36.0,9,65.0,0.07,-0.08,1.009
74.5,40.7122535,-74.0053843,55.08,12.95,73.75,3.7,4.15,40.5,10,71.25,0.056,-0.057,0.977
75.0,40.7122918,-74.0053296,54.9,12.25,73.58,4.21,4.96,45.0,11,77.5,0.102,-0.093,1.009
75.5,40.7123333,-74.0052791,54.95,12.73,73.4,3.77,3.48,49.5,12,83.75,0.08,-0.081,1.014
76.0,40.7123776,-74.005233,54.8,12.96,73.23,2.47,3.97,54.0,11,86.18,0.074,-0.028,0.992
76.5,40.7124245,-74.0051916,55.06,12.35,73.05,3.09,3.82,58.5,14,87.14,0.081,-0.045,0.979
77.0,40.7124737,-74.0051552,54.73,12.53,72.88,2.72,4.76,63.0,12,90.47,0.079,-0.042,1.01
77.5,40.712525,-74.0051241,54.75,12.69,72.7,1.29,3.56,67.5,11,87.61,0.054,-0.005,0.995
78.0,40.7125779,-74.0050983,54.9,12.71,72.53,1.28,4.16,72.0,12,90.95,0.083,-0.031,1.005
78.5,40.7126322,-74.0050781,55.05,12.51,72.35,0.51,3.83,76.5,12,89.65,0.049,0.008,0.979
79.0,40.7126876,-74.0050636,55.45,12.74,72.18,-0.47,3.97,81.0,12,87.98,0.063,-0.008,0.995
79.5,40.7127436,-74.0050548,55.35,12.85,72.0,-1.94,2.68,85.5,11,89.05,0.058,0.016,0.987
80.0,40.7128,-74.0050519,55.65,12.71,71.83,-0.96,3.38,90.0,14,91.67,0.077,-0.002,0.994
80.5,40.7128564,-74.0050548,55.64,12.69,71.65,-2.23,3.28,94.5,11,87.64,0.058,0.045,1.0
81.0,40.7129124,-74.0050636,55.69,12.92,71.48,-2.4,3.08,99.0,12,84.22,0.063,0.024,1.007
81.5,40.7129678,-74.0050781,55.88,12.81,71.3,-3.7,2.3,103.5,12,84.54,0.03,0.068,1.015
82.0,40.7130221,-74.0050983,56.36,12.21,71.13,-3.21,1.24,108.0,11,85.53,0.004,0.067,0.998
82.5,40.713075,-74.0051241,56.54,12.73,70.95,-4.08,1.34,112.5,13,85.31,0.024,0.055,1.011
83.0,40.7131263,-74.0051552,56.59,12.56,70.78,-3.85,0.75,117.0,12,86.64,-0.007,0.081,1.008
83.5,40.7131755,-74.0051916,57.17,12.9,70.6,-5.21,0.73,121.5,14,90.98,0.004,0.101,1.014
84.0,40.7132224,-74.005233,57.17,12.18,70.43,-6.0,0.84,126.0,12,85.73,0.027,0.12,0.996
84.5,40.7132667,-74.0052791,57.5,12.89,70.25,-6.48,-0.1,130.5,13,85.45,0.005,0.099,0.984
85.0,40.7133082,-74.0053296,57.95,12.85,70.08,-5.69,-0.53,135.0,13,88.15,-0.006,0.101,0.992
85.5,40.7133465,-74.0053843,58.21,12.48,69.9,-4.92,-0.41,139.5,11,86.57,-0.008,0.101,1.0
86.0,40.7133814,-74.0054427,58.76,12.49,69.73,-5.75,0.17,144.0,14,84.16,0.003,0.101,1.0
86.5,40.7134127,-74.0055046,59.19,12.33,69.55,-5.34,-2.09,148.5,13,89.71,-0.045,0.112,0.976
87.0,40.7134403,-74.0055696,59.27,12.42,69.38,-5.55,-0.77,153.0,14,90.47,-0.023,0.092,0.986
87.5,40.7134639,-74.0056372,59.53,12.86,69.2,-6.84,-2.68,157.5,12,86.61,-0.056,0.107,0.999
88.0,40.7134835,-74.005707,59.93,12.48,69.03,-6.44,-2.92,162.0,12,87.29,-0.066,0.105,0.983
88.5,40.7134988,-74.0057787,60.67,12.94,68.85,-5.13,-2.46,166.5,14,86.73,-0.054,0.107,1.003
89.0,40.7135098,-74.0058517,60.82,12.54,68.68,-5.25,-3.03,171.0,12,87.42,-0.063,0.107,0.994
89.5,40.7135164,-74.0059256,60.95,12.71,68.5,-4.15,-1.85,175.5,14,84.22,-0.031,0.089,0.989
90.0,40.7135186,-74.006,61.48,12.93,68.33,-4.67,-3.87,180.0,12,91.38,-0.081,0.073,0.996
90.5,40.7135164,-74.0060744,61.86,12.77,68.15,-3.83,-4.04,184.5,13,88.23,-0.077,0.077,1.009
91.0,40.7135098,-74.0061483,61.94,12.41,67.98,-3.66,-3.47,189.0,13,86.25,-0.075,0.062,1.011
91.5,40.7134988,-74.0062213,62.59,12.49,67.8,-2.3,-4.12,193.5,13,88.16,-0.081,0.025,0.988
92.0,40.7134835,-74.006293,62.81,12.71,67.63,-2.24,-4.66,198.0,13,89.56,-0.074,0.04,1.01
92.5,40.7134639,-74.0063628,63.3,12.63,67.45,-2.19,-3.75,202.5,13,89.42,-0.054,0.031,1.001
93.0,40.7134403,-74.0064304,63.14,12.63,67.28,-2.45,-3.85,207.0,14,84.06,-0.065,0.063,0.98
93.5,40.7134127,-74.0064954,63.64,12.3,67.1,-1.53,-3.78,211.5,13,90.9,-0.073,0.03,1.003
94.0,40.7133814,-74.0065573,63.91,12.63,66.93,-0.37,-3.38,216.0,11,87.04,-0.049,0.022,0.988
94.5,40.7133465,-74.0066157,63.79,12.34,66.75,-0.25,-4.39,220.5,11,86.14,-0.093,0.012,0.985
95.0,40.7133082,-74.0066704,64.15,12.5,66.58,1.31,-3.34,225.0,12,84.58,-0.044,-0.04,1.014
95.5,40.7132667,-74.0067209,64.22,12.45,66.4,1.44,-3.29,229.5,12,87.57,-0.052,-0.034,1.002
96.0,40.7132224,-74.006767,64.31,12.59,66.23,1.35,-3.72,234.0,12,90.63,-0.075,-0.027,0.995
96.5,40.7131755,-74.0068084,64.48,12.41,66.05,1.62,-3.72,238.5,14,92.0,-0.047,-0.035,1.016
97.0,40.7131263,-74.0068448,64.57,12.29,65.88,3.2,-3.22,243.0,13,84.29,-0.06,-0.056,0.992
97.5,40.713075,-74.0068759,65.05,12.76,65.7,2.81,-3.5,247.5,11,90.31,-0.054,-0.03,1.007
98.0,40.7130221,-74.0069017,64.89,12.83,65.53,4.32,-3.05,252.0,14,88.69,-0.057,-0.067,0.981
98.5,40.7129678,-74.0069219,65.17,12.66,65.35,3.89,-2.56,256.5,12,84.83,-0.063,-0.085,0.999
99.0,40.7129124,-74.0069364,64.98,12.42,65.18,4.14,-3.8,261.0,14,87.3,-0.08,-0.061,0.987
99.5,40.7128564,-74.0069452,64.77,12.26,65.0,4.62,-2.16,265.5,11,86.74,-0.026,-0.087,0.996
100.0,40.7128,-74.0069481,65.19,12.7,64.83,4.78,-1.33,270.0,13,85.94,-0.021,-0.064,0.986
