timestamp,latitude,longitude,altitude,speed,battery,roll,pitch,yaw,gps_satellites,signal_strength,acceleration_x,acceleration_y,acceleration_z
8.0,37.7755835,-122.419119,64.31,12.89,97.52,6.02,0.36,162.0,14,90.54,-0.013,-0.124,0.98
8.5,37.7755988,-122.4191878,64.82,12.29,97.38,6.36,0.97,166.5,12,91.82,0.022,-0.103,0.992
9.0,37.7756098,-122.4192578,64.81,12.19,97.23,6.19,0.89,171.0,14,84.47,0.007,-0.089,1.009
9.5,37.7756164,-122.4193287,64.77,12.85,97.08,5.3,0.83,175.5,12,87.33,0.005,-0.112,1.011
10.0,37.7756186,-122.4194,64.67,12.82,96.94,6.38,-0.24,180.0,12,90.62,0.011,-0.1,0.999
10.5,37.7756164,-122.4194713,64.71,12.33,96.79,4.38,-0.57,184.5,14,88.73,-0.01,-0.059,0.993
11.0,37.7756098,-122.4195422,65.0,12.18,96.65,5.08,-1.23,189.0,13,84.14,-0.033,-0.095,1.015
11.5,37.7755988,-122.4196122,65.16,12.44,96.5,3.9,-1.01,193.5,14,91.46,-0.024,-0.053,1.005
12.0,37.7755835,-122.419681,64.94,12.95,96.35,3.52,-1.21,198.0,11,85.06,-0.035,-0.06,0.989
12.5,37.7755639,-122.4197479,64.78,12.57,96.21,3.1,-2.28,202.5,11,86.33,-0.025,-0.05,1.016
13.0,37.7755403,-122.4198128,65.03,12.27,96.06,3.2,-3.04,207.0,11,87.25,-0.058,-0.036,0.983
13.5,37.7755127,-122.4198751,64.46,12.26,95.92,2.74,-1.66,211.5,11,88.57,-0.04,-0.065,0.989
14.0,37.7754814,-122.4199344,64.78,12.62,95.77,2.86,-2.85,216.0,13,84.86,-0.068,-0.058,1.002
14.5,37.7754465,-122.4199905,64.1,12.5,95.63,2.09,-2.41,220.5,12,85.92,-0.023,-0.04,0.983
15.0,37.7754082,-122.4200429,64.0,12.36,95.48,1.33,-4.0,225.0,14,90.45,-0.068,-0.011,0.999
15.5,37.7753667,-122.4200914,64.13,12.42,95.33,-0.34,-3.76,229.5,11,84.08,-0.046,-0.002,1.002
16.0,37.7753224,-122.4201356,63.75,12.42,95.19,-1.22,-2.73,234.0,14,84.89,-0.059,0.026,1.018
16.5,37.7752755,-122.4201752,63.56,12.72,95.04,-0.62,-4.18,238.5,12,86.46,-0.083,-0.006,0.989
17.0,37.7752263,-122.4202101,63.56,12.52,94.9,-1.23,-3.52,243.0,12,87.12,-0.069,0.015,0.991
17.5,37.775175,-122.42024,63.2,12.88,94.75,-2.5,-4.23,247.5,11,85.96,-0.093,0.033,0.979
18.0,37.7751221,-122.4202647,62.73,12.22,94.6,-3.5,-3.69,252.0,13,90.01,-0.07,0.06,1.01
18.5,37.7750678,-122.4202841,62.15,12.79,94.46,-3.52,-3.97,256.5,12,85.44,-0.083,0.047,1.01
19.0,37.7750124,-122.420298,61.96,12.73,94.31,-3.0,-3.79,261.0,12,91.15,-0.081,0.069,0.978
19.5,37.7749564,-122.4203064,61.63,12.89,94.17,-3.52,-3.16,265.5,12,85.43,-0.058,0.048,1.005
20.0,37.7749,-122.4203092,61.5,12.37,94.02,-5.41,-3.0,270.0,14,88.39,-0.051,0.108,0.992
20.5,37.7748436,-122.4203064,60.99,12.44,93.88,-5.39,-4.8,274.5,14,91.81,-0.103,0.102,0.995
21.0,37.7747876,-122.420298,60.76,12.28,93.73,-4.26,-4.19,279.0,14,85.38,-0.09,0.074,0.982
21.5,37.7747322,-122.4202841,60.24,12.88,93.58,-4.66,-2.76,283.5,12,85.91,-0.048,0.08,0.985
22.0,37.7746779,-122.4202647,59.94,12.61,93.44,-4.9,-2.63,288.0,13,91.78,-0.057,0.102,1.006
22.5,37.774625,-122.42024,59.72,12.46,93.29,-5.84,-2.7,292.5,12,86.49,-0.039,0.116,0.989
23.0,37.7745737,-122.4202101,59.4,12.76,93.15,-5.77,-2.37,297.0,14,85.41,-0.051,0.089,0.997
23.5,37.7745245,-122.4201752,59.09,12.21,93.0,-5.64,-2.42,301.5,13,87.07,-0.028,0.1,1.014
24.0,37.7744776,-122.4201356,58.6,12.24,92.85,-6.47,-3.41,306.0,11,91.68,-0.074,0.124,1.006
24.5,37.7744333,-122.4200914,58.34,12.73,92.71,-6.0,-1.5,310.5,14,91.52,-0.01,0.1,1.011
25.0,37.7743918,-122.4200429,57.88,12.66,92.56,-5.78,-2.65,315.0,14,88.81,-0.05,0.085,0.986
25.5,37.7743535,-122.4199905,57.45,12.77,92.42,-6.55,-2.4,319.5,14,88.63,-0.061,0.133,0.982
26.0,37.7743186,-122.4199344,57.15,12.3,92.27,-6.0,-2.08,324.0,13,88.69,-0.046,0.112,1.006
26.5,37.7742873,-122.4198751,57.18,12.95,92.13,-4.9,-1.18,328.5,11,90.15,-0.018,0.081,0.987
27.0,37.7742597,-122.4198128,56.48,12.81,91.98,-5.4,-0.35,333.0,13,91.72,0.004,0.113,0.981
27.5,37.7742361,-122.4197479,56.46,12.62,91.83,-4.61,-0.51,337.5,13,90.07,-0.016,0.065,1.005
28.0,37.7742165,-122.419681,56.13,12.6,91.69,-4.11,0.28,342.0,14,84.9,0.022,0.067,1.0
28.5,37.7742012,-122.4196122,56.29,12.67,91.54,-2.86,0.63,346.5,12,91.9,0.009,0.063,0.995
29.0,37.7741902,-122.4195422,55.94,12.96,91.4,-3.18,-0.18,351.0,12,86.88,-0.023,0.051,0.995
29.5,37.7741836,-122.4194713,55.55,12.86,91.25,-2.07,1.28,355.5,11,87.94,0.032,0.042,1.005
30.0,37.7741814,-122.4194,55.53,12.49,91.1,-1.42,1.4,0.0,14,90.26,0.038,0.035,1.012
30.5,37.7741836,-122.4193287,55.38,12.45,90.96,-1.56,1.87,4.5,13,85.22,0.046,0.027,0.998
31.0,37.7741902,-122.4192578,54.93,12.57,90.81,-0.01,1.6,9.0,13,84.54,0.026,-0.013,1.008
31.5,37.7742012,-122.4191878,54.91,12.24,90.67,0.37,1.6,13.5,13,85.67,0.016,0.009,0.99
32.0,37.7742165,-122.419119,54.79,12.83,90.52,0.75,2.06,18.0,11,85.35,0.042,-0.004,1.012
32.5,37.7742361,-122.4190521,54.87,12.65,90.38,0.75,2.71,22.5,12,87.87,0.038,-0.009,1.007
33.0,37.7742597,-122.4189872,54.86,12.65,90.23,1.36,3.16,27.0,14,86.53,0.052,-0.013,1.01
33.5,37.7742873,-122.4189249,54.83,12.67,90.08,1.76,4.01,31.5,14,88.65,0.087,-0.045,1.015
34.0,37.7743186,-122.4188656,55.03,12.3,89.94,3.52,4.05,36.0,14,86.89,0.081,-0.072,1.004
34.5,37.7743535,-122.4188095,55.25,12.41,89.79,2.68,3.24,40.5,14,91.43,0.075,-0.065,1.01
35.0,37.7743918,-122.4187571,54.92,12.77,89.65,4.31,3.59,45.0,14,86.74,0.076,-0.09,1.003
35.5,37.7744333,-122.4187086,55.08,12.49,89.5,4.36,3.49,49.5,12,91.79,0.05,-0.085,0.997
36.0,37.7744776,-122.4186644,55.39,12.53,89.35,4.28,3.83,54.0,11,91.28,0.087,-0.093,1.007
36.5,37.7745245,-122.4186248,55.83,12.42,89.21,4.87,4.08,58.5,12,87.2,0.086,-0.075,0.98
37.0,37.7745737,-122.4185899,56.05,12.18,89.06,4.68,4.3,63.0,11,88.52,0.065,-0.098,1.0
37.5,37.774625,-122.41856,55.89,12.18,88.92,5.7,4.05,67.5,12,84.34,0.062,-0.115,0.976
38.0,37.7746779,-122.4185353,55.94,12.68,88.77,6.3,4.37,72.0,12,89.3,0.072,-0.104,1.01
38.5,37.7747322,-122.4185159,56.56,12.36,88.63,5.05,4.83,76.5,12,86.8,0.088,-0.086,0.993
39.0,37.7747876,-122.418502,56.47,12.45,88.48,5.82,3.31,81.0,14,91.36,0.04,-0.111,0.998
39.5,37.7748436,-122.4184936,57.3,12.22,88.33,5.35,3.01,85.5,11,91.35,0.067,-0.079,0.976
40.0,37.7749,-122.4184908,57.06,12.82,88.19,5.87,3.45,90.0,13,84.32,0.061,-0.105,0.978
40.5,37.7749564,-122.4184936,57.55,12.73,88.04,6.58,2.62,94.5,13,84.72,0.058,-0.131,0.974
41.0,37.7750124,-122.418502,57.86,12.75,87.9,5.27,2.67,99.0,14,90.46,0.061,-0.1,0.992
41.5,37.7750678,-122.4185159,58.11,12.61,87.75,5.07,2.9,103.5,14,91.65,0.054,-0.104,1.001
42.0,37.7751221,-122.4185353,58.57,12.96,87.6,5.57,3.69,108.0,11,91.17,0.078,-0.105,0.98
42.5,37.775175,-122.41856,58.87,12.58,87.46,3.99,2.48,112.5,11,84.35,0.056,-0.063,0.989
43.0,37.7752263,-122.4185899,59.18,12.45,87.31,4.06,3.03,117.0,11,88.21,0.039,-0.054,0.989
43.5,37.7752755,-122.4186248,59.55,12.22,87.17,4.94,2.23,121.5,13,91.42,0.058,-0.073,1.013
44.0,37.7753224,-122.4186644,60.27,12.81,87.02,2.78,2.04,126.0,13,90.27,0.044,-0.039,0.993
44.5,37.7753667,-122.4187086,60.63,12.68,86.88,2.81,1.62,130.5,13,88.26,0.015,-0.063,1.006
45.0,37.7754082,-122.4187571,60.76,12.89,86.73,1.84,1.21,135.0,11,90.49,0.04,-0.025,1.008
45.5,37.7754465,-122.4188095,60.9,12.22,86.58,2.06,1.35,139.5,11,90.35,0.012,-0.022,1.0
46.0,37.7754814,-122.4188656,61.38,12.64,86.44,2.14,0.72,144.0,13,85.76,0.001,-0.038,1.015
46.5,37.7755127,-122.4189249,61.6,12.53,86.29,0.48,1.24,148.5,12,90.39,0.031,0.004,1.02
47.0,37.7755403,-122.4189872,61.94,12.33,86.15,0.64,0.62,153.0,14,84.61,0.016,-0.011,1.003
47.5,37.7755639,-122.4190521,62.36,12.45,86.0,0.52,-1.24,157.5,13,89.57,-0.016,-0.008,1.013
48.0,37.7755835,-122.419119,62.72,12.96,85.85,-1.41,-0.03,162.0,13,88.21,0.001,0.037,1.018
48.5,37.7755988,-122.4191878,62.95,12.67,85.71,-2.02,-1.31,166.5,14,88.69,-0.021,0.054,0.986
49.0,37.7756098,-122.4192578,63.37,12.96,85.56,-1.73,-1.1,171.0,13,87.37,-0.028,0.036,1.009
49.5,37.7756164,-122.4193287,63.26,12.24,85.42,-3.57,-2.53,175.5,13,87.71,-0.032,0.057,1.007
50.0,37.7756186,-122.4194,63.78,12.44,85.27,-3.35,-2.61,180.0,13,85.16,-0.06,0.078,1.01
50.5,37.7756164,-122.4194713,63.93,12.27,85.13,-3.18,-1.23,184.5,14,86.06,-0.021,0.065,1.006
51.0,37.7756098,-122.4195422,64.17,12.79,84.98,-4.23,-1.98,189.0,14,91.59,-0.038,0.071,0.979
51.5,37.7755988,-122.4196122,64.22,12.29,84.83,-4.15,-3.46,193.5,12,87.84,-0.042,0.068,1.005
52.0,37.7755835,-122.419681,64.75,12.24,84.69,-4.74,-1.91,198.0,12,88.28,-0.04,0.101,1.015
52.5,37.7755639,-122.4197479,64.45,12.61,84.54,-5.44,-2.78,202.5,11,91.96,-0.041,0.082,1.007
53.0,37.7755403,-122.4198128,64.92,12.2,84.4,-6.11,-3.03,207.0,14,84.99,-0.055,0.114,0.993
53.5,37.7755127,-122.4198751,64.82,12.65,84.25,-5.78,-4.2,211.5,12,85.34,-0.083,0.11,1.01
54.0,37.7754814,-122.4199344,64.97,12.86,84.1,-5.62,-3.02,216.0,12,90.31,-0.048,0.112,0.978
54.5,37.7754465,-122.4199905,65.14,12.75,83.96,-6.28,-3.0,220.5,13,84.45,-0.047,0.101,1.009
55.0,37.7754082,-122.4200429,64.76,12.57,83.81,-6.46,-4.37,225.0,12,85.04,-0.088,0.115,0.995
55.5,37.7753667,-122.4200914,65.26,12.59,83.67,-5.75,-4.64,229.5,14,86.16,-0.082,0.092,0.991
56.0,37.7753224,-122.4201356,64.95,12.65,83.52,-6.39,-4.63,234.0,12,89.91,-0.078,0.109,0.977
56.5,37.7752755,-122.4201752,64.88,12.59,83.38,-6.45,-3.48,238.5,12,86.52,-0.061,0.106,0.977
57.0,37.7752263,-122.4202101,64.58,12.37,83.23,-6.34,-3.91,243.0,11,88.5,-0.061,0.099,0.98
57.5,37.775175,-122.42024,64.72,12.87,83.08,-5.41,-4.94,247.5,11,90.57,-0.073,0.083,1.002
58.0,37.7751221,-122.4202647,64.41,12.67,82.94,-4.21,-4.35,252.0,14,84.18,-0.083,0.059,0.984
58.5,37.7750678,-122.4202841,64.54,12.71,82.79,-5.49,-4.64,256.5,11,86.4,-0.091,0.097,0.987
59.0,37.7750124,-122.420298,63.94,12.91,82.65,-4.42,-3.23,261.0,12,84.75,-0.063,0.057,1.011
59.5,37.7749564,-122.4203064,64.27,12.26,82.5,-2.86,-2.94,265.5,12,88.85,-0.037,0.046,1.005
60.0,37.7749,-122.4203092,63.84,12.59,82.35,-3.09,-3.28,270.0,14,86.41,-0.069,0.046,0.982
60.5,37.7748436,-122.4203064,63.58,12.25,82.21,-3.22,-2.37,274.5,13,88.37,-0.051,0.047,0.999
61.0,37.7747876,-122.420298,63.24,12.49,82.06,-2.94,-3.2,279.0,13,88.36,-0.042,0.06,1.005
61.5,37.7747322,-122.4202841,62.7,12.41,81.92,-1.21,-3.4,283.5,12,89.41,-0.046,0.021,1.01
62.0,37.7746779,-122.4202647,62.85,12.46,81.77,-1.41,-3.15,288.0,14,90.67,-0.059,0.044,0.984
62.5,37.774625,-122.42024,62.26,12.72,81.63,-0.12,-1.28,292.5,11,91.36,-0.017,-0.003,1.002
63.0,37.7745737,-122.4202101,62.29,12.53,81.48,0.76,-1.71,297.0,14,86.21,-0.035,-0.017,0.998
63.5,37.7745245,-122.4201752,61.49,12.79,81.33,1.09,-1.21,301.5,11,90.65,-0.018,-0.018,1.01
64.0,37.7744776,-122.4201356,61.42,12.79,81.19,1.53,-0.35,306.0,13,90.42,0.007,-0.037,1.012
64.5,37.7744333,-122.4200914,60.89,12.62,81.04,1.68,-1.66,310.5,11,91.33,-0.036,-0.014,0.993
65.0,37.7743918,-122.4200429,60.79,12.96,80.9,3.07,-1.53,315.0,14,87.32,-0.032,-0.043,0.992
65.5,37.7743535,-122.4199905,60.52,12.36,80.75,3.27,-1.03,319.5,13,89.38,-0.002,-0.07,1.004
66.0,37.7743186,-122.4199344,59.97,12.44,80.6,3.97,0.97,324.0,11,87.84,0.005,-0.064,1.016
66.5,37.7742873,-122.4198751,59.56,12.35,80.46,3.51,1.3,328.5,13,89.25,0.034,-0.063,0.997
67.0,37.7742597,-122.4198128,59.26,12.78,80.31,4.89,0.07,333.0,14,87.19,-0.014,-0.086,0.987
67.5,37.7742361,-122.4197479,58.69,12.18,80.17,4.65,1.6,337.5,11,91.53,0.026,-0.086,0.996
68.0,37.7742165,-122.419681,58.76,12.9,80.02,4.46,1.37,342.0,11,91.57,0.005,-0.082,1.002
68.5,37.7742012,-122.4196122,58.38,12.9,79.88,5.51,1.42,346.5,11,88.35,0.015,-0.099,0.981
69.0,37.7741902,-122.4195422,57.71,12.7,79.73,4.81,2.01,351.0,12,85.4,0.038,-0.083,0.993
69.5,37.7741836,-122.4194713,57.76,12.91,79.58,6.28,2.62,355.5,11,85.98,0.057,-0.125,0.999
70.0,37.7741814,-122.4194,57.21,12.61,79.44,6.23,2.45,0.0,12,90.22,0.023,-0.094,0.992
70.5,37.7741836,-122.4193287,57.12,12.3,79.29,5.26,2.86,4.5,13,90.16,0.055,-0.072,1.007
71.0,37.7741902,-122.4192578,56.74,12.73,79.15,6.39,3.59,9.0,14,90.54,0.057,-0.125,0.995
71.5,37.7742012,-122.4191878,56.66,12.79,79.0,6.16,3.65,13.5,13,91.43,0.054,-0.117,0.988
72.0,37.7742165,-122.419119,56.25,12.18,78.85,6.7,4.29,18.0,12,85.57,0.087,-0.115,0.978
72.5,37.7742361,-122.4190521,55.94,12.86,78.71,5.76,3.65,22.5,14,89.69,0.047,-0.083,0.979
73.0,37.7742597,-122.4189872,55.88,12.19,78.56,5.18,3.52,27.0,12,88.73,0.047,-0.089,0.977
73.5,37.7742873,-122.4189249,55.45,12.47,78.42,4.65,4.13,31.5,14,86.85,0.085,-0.092,1.003
74.0,37.7743186,-122.4188656,55.35,12.59,78.27,3.91,4.55,36.0,12,89.64,0.06,-0.056,0.999
74.5,37.7743535,-122.4188095,55.07,12.46,78.13,4.22,4.19,40.5,11,90.63,0.066,-0.061,1.013
75.0,37.7743918,-122.4187571,55.27,12.25,77.98,4.61,4.26,45.0,12,89.96,0.074,-0.084,1.01
75.5,37.7744333,-122.4187086,55.4,12.34,77.83,4.32,4.32,49.5,12,90.51,0.078,-0.066,1.003
76.0,37.7744776,-122.4186644,55.23,12.96,77.69,3.04,4.31,54.0,12,86.14,0.081,-0.046,1.013
76.5,37.7745245,-122.4186248,55.01,12.85,77.54,3.32,4.47,58.5,14,87.19,0.078,-0.051,1.009
77.0,37.7745737,-122.4185899,54.81,12.18,77.4,2.33,3.84,63.0,14,90.58,0.068,-0.024,1.013
77.5,37.774625,-122.41856,54.77,12.71,77.25,0.32,3.6,67.5,14,85.51,0.05,-0.006,1.012
78.0,37.7746779,-122.4185353,54.99,12.45,77.1,0.11,3.95,72.0,11,86.73,0.051,-0.02,1.002
78.5,37.7747322,-122.4185159,55.35,12.85,76.96,0.92,3.42,76.5,11,91.92,0.073,-0.02,1.018
79.0,37.7747876,-122.418502,55.39,12.84,76.81,-0.26,3.09,81.0,13,87.77,0.071,0.007,1.015
79.5,37.7748436,-122.4184936,55.31,12.51,76.67,-0.97,2.74,85.5,12,88.77,0.05,0.037,0.981
80.0,37.7749,-122.4184908,55.53,12.8,76.52,-2.01,2.66,90.0,11,88.61,0.031,0.038,0.979
80.5,37.7749564,-122.4184936,55.86,12.44,76.38,-2.56,2.74,94.5,13,88.66,0.047,0.05,1.012
81.0,37.7750124,-122.418502,55.77,12.57,76.23,-2.21,1.39,99.0,12,91.28,0.019,0.024,1.002
81.5,37.7750678,-122.4185159,56.07,12.49,76.08,-2.61,1.95,103.5,13,91.97,0.048,0.05,0.98
82.0,37.7751221,-122.4185353,55.97,12.67,75.94,-3.19,1.34,108.0,14,88.4,0.026,0.06,0.981
82.5,37.775175,-122.41856,56.28,12.92,75.79,-4.74,0.68,112.5,13,88.41,0.017,0.072,0.98
83.0,37.7752263,-122.4185899,56.88,12.2,75.65,-4.65,1.77,117.0,12,90.58,0.014,0.074,1.013
83.5,37.7752755,-122.4186248,57.24,12.27,75.5,-5.14,0.6,121.5,11,84.23,0.003,0.1,1.011
84.0,37.7753224,-122.4186644,57.04,12.64,75.35,-5.0,1.29,126.0,14,85.47,0.039,0.076,0.999
84.5,37.7753667,-122.4187086,57.91,12.57,75.21,-5.13,0.13,130.5,11,86.89,0.001,0.107,1.001
85.0,37.7754082,-122.4187571,57.86,12.91,75.06,-5.5,-1.09,135.0,14,84.26,-0.029,0.098,0.976
85.5,37.7754465,-122.4188095,58.43,12.23,74.92,-5.27,-1.38,139.5,12,85.68,-0.033,0.091,0.99
86.0,37.7754814,-122.4188656,58.55,12.69,74.77,-6.59,-1.42,144.0,13,91.64,-0.021,0.119,0.988
86.5,37.7755127,-122.4189249,58.95,12.91,74.63,-5.68,-0.95,148.5,14,90.62,-0.013,0.093,1.001
87.0,37.7755403,-122.4189872,59.13,12.58,74.48,-5.97,-0.74,153.0,14,88.8,-0.003,0.12,1.005
87.5,37.7755639,-122.4190521,59.73,12.3,74.33,-6.32,-1.09,157.5,13,88.51,-0.007,0.114,0.984
88.0,37.7755835,-122.419119,59.91,12.65,74.19,-6.6,-2.11,162.0,13,85.86,-0.039,0.123,1.01
88.5,37.7755988,-122.4191878,60.5,12.67,74.04,-5.71,-2.43,166.5,11,86.85,-0.031,0.08,1.004
89.0,37.7756098,-122.4192578,60.88,12.41,73.9,-6.17,-2.89,171.0,11,85.67,-0.067,0.092,1.012
89.5,37.7756164,-122.4193287,61.18,12.27,73.75,-4.5,-1.89,175.5,13,85.86,-0.015,0.086,0.984
90.0,37.7756186,-122.4194,61.59,12.57,73.6,-4.36,-3.31,180.0,13,87.02,-0.041,0.095,1.008
90.5,37.7756164,-122.4194713,61.99,12.92,73.46,-4.27,-3.78,184.5,11,88.94,-0.061,0.064,0.991
91.0,37.7756098,-122.4195422,61.93,12.29,73.31,-2.65,-2.94,189.0,13,84.01,-0.043,0.039,0.998
91.5,37.7755988,-122.4196122,62.52,12.19,73.17,-3.39,-3.48,193.5,14,86.54,-0.057,0.063,0.988
92.0,37.7755835,-122.419681,62.75,12.39,73.02,-3.58,-4.1,198.0,11,89.11,-0.087,0.051,1.0
92.5,37.7755639,-122.4197479,63.1,12.95,72.88,-1.2,-3.96,202.5,12,84.43,-0.065,0.022,0.984
93.0,37.7755403,-122.4198128,63.17,12.21,72.73,-0.71,-4.48,207.0,11,87.38,-0.069,-0.007,0.979
93.5,37.7755127,-122.4198751,63.28,12.44,72.58,-0.32,-3.75,211.5,12,87.75,-0.075,0.009,0.999
94.0,37.7754814,-122.4199344,64.03,12.31,72.44,-0.51,-4.88,216.0,14,84.28,-0.092,-0.006,0.999
94.5,37.7754465,-122.4199905,64.02,12.24,72.29,-0.33,-4.55,220.5,13,91.25,-0.095,0.018,1.012
95.0,37.7754082,-122.4200429,64.01,12.83,72.15,0.2,-4.88,225.0,13,91.69,-0.103,-0.02,0.984
95.5,37.7753667,-122.4200914,64.24,12.31,72.0,0.6,-4.81,229.5,11,84.7,-0.072,-0.001,1.014
96.0,37.7753224,-122.4201356,64.69,12.59,71.85,2.8,-3.39,234.0,13,90.12,-0.066,-0.055,1.008
96.5,37.7752755,-122.4201752,64.95,12.86,71.71,2.38,-3.36,238.5,11,87.41,-0.069,-0.028,1.013
97.0,37.7752263,-122.4202101,65.05,12.65,71.56,2.37,-4.44,243.0,14,91.08,-0.076,-0.024,1.013
97.5,37.775175,-122.42024,65.04,12.46,71.42,3.55,-3.72,247.5,14,91.66,-0.064,-0.067,0.988
98.0,37.7751221,-122.4202647,64.83,12.27,71.27,4.19,-2.79,252.0,12,87.66,-0.044,-0.088,0.979
98.5,37.7750678,-122.4202841,65.06,12.35,71.13,4.8,-3.69,256.5,14,86.48,-0.067,-0.082,1.01
99.0,37.7750124,-122.420298,65.25,12.84,70.98,5.25,-3.67,261.0,12,87.84,-0.083,-0.11,1.012
99.5,37.7749564,-122.4203064,65.07,12.75,70.83,4.94,-1.69,265.5,13,90.86,-0.018,-0.081,1.002
100.0,37.7749,-122.4203092,64.85,12.26,70.69,6.37,-3.23,270.0,13,91.08,-0.048,-0.099,0.975
100.5,37.7748436,-122.4203064,65.08,12.41,70.54,5.82,-2.53,274.5,11,85.85,-0.053,-0.099,0.982
101.0,37.7747876,-122.420298,65.07,12.34,70.4,5.87,-2.19,279.0,12,85.82,-0.046,-0.102,1.01
101.5,37.7747322,-122.4202841,64.7,12.89,70.25,6.04,-1.55,283.5,14,88.65,-0.028,-0.105,0.988
102.0,37.7746779,-122.4202647,64.5,12.23,70.1,5.41,-0.57,288.0,12,90.18,-0.029,-0.095,0.983
102.5,37.774625,-122.42024,64.54,12.23,69.96,5.46,-0.38,292.5,12,84.7,-0.001,-0.107,0.989
103.0,37.7745737,-122.4202101,64.24,12.84,69.81,6.24,0.52,297.0,11,85.74,0.025,-0.107,1.01
103.5,37.7745245,-122.4201752,64.2,12.57,69.67,5.47,-0.14,301.5,13,89.31,0.015,-0.088,0.988
104.0,37.7744776,-122.4201356,63.65,12.79,69.52,4.75,-0.11,306.0,11,86.1,0.018,-0.077,0.989
104.5,37.7744333,-122.4200914,63.81,12.89,69.38,4.77,0.07,310.5,13,90.95,0.019,-0.087,0.977
105.0,37.7743918,-122.4200429,63.05,12.4,69.23,4.25,0.74,315.0,12,86.23,0.024,-0.065,0.997
105.5,37.7743535,-122.4199905,62.84,12.37,69.08,4.01,0.49,319.5,11,87.18,0.009,-0.067,1.012
106.0,37.7743186,-122.4199344,62.62,12.53,68.94,4.93,2.46,324.0,12,84.3,0.048,-0.103,0.978
106.5,37.7742873,-122.4198751,62.38,12.54,68.79,3.79,1.47,328.5,12,88.5,0.026,-0.086,1.0
107.0,37.7742597,-122.4198128,62.09,12.76,68.65,2.67,2.28,333.0,11,90.73,0.035,-0.053,0.988
107.5,37.7742361,-122.4197479,61.81,12.6,68.5,3.53,2.27,337.5,13,85.56,0.025,-0.044,0.979
108.0,37.7742165,-122.419681,61.3,12.44,68.35,2.9,2.78,342.0,14,84.07,0.038,-0.036,0.98
108.5,37.7742012,-122.4196122,61.12,12.57,68.21,2.7,3.87,346.5,11,86.52,0.053,-0.06,0.982
109.0,37.7741902,-122.4195422,60.86,12.76,68.06,1.2,2.57,351.0,14,87.74,0.045,-0.029,1.0
109.5,37.7741836,-122.4194713,60.33,12.41,67.92,1.23,2.72,355.5,12,89.46,0.06,-0.028,0.996
110.0,37.7741814,-122.4194,60.1,12.58,67.77,-0.7,4.25,0.0,14,90.52,0.072,0.026,0.979
110.5,37.7741836,-122.4193287,59.74,12.24,67.63,-0.88,3.52,4.5,12,87.8,0.062,0.019,1.001
111.0,37.7741902,-122.4192578,59.52,12.64,67.48,-1.27,3.34,9.0,13,90.21,0.045,0.026,0.985
111.5,37.7742012,-122.4191878,59.07,12.61,67.33,-1.23,2.99,13.5,12,87.57,0.045,0.015,1.008
112.0,37.7742165,-122.419119,58.49,12.76,67.19,-2.83,3.75,18.0,13,88.06,0.052,0.051,0.994
112.5,37.7742361,-122.4190521,58.46,12.76,67.04,-2.97,3.28,22.5,12,86.8,0.043,0.04,1.009
113.0,37.7742597,-122.4189872,58.18,12.88,66.9,-3.13,3.31,27.0,11,87.4,0.056,0.074,0.999
113.5,37.7742873,-122.4189249,57.84,12.48,66.75,-4.13,4.42,31.5,13,89.93,0.069,0.075,0.987
