timestamp,latitude,longitude,altitude,speed,battery,roll,pitch,yaw,gps_satellites,signal_strength,acceleration_x,acceleration_y,acceleration_z
8.5,51.5080988,-0.1275305,64.45,12.42,96.68,5.62,1.28,166.5,14,90.48,0.041,-0.115,1.005
9.0,51.5081098,-0.1276194,64.63,12.62,96.5,5.38,0.86,171.0,11,88.24,0.003,-0.082,1.009
9.5,51.5081164,-0.1277094,64.7,12.39,96.32,6.29,0.23,175.5,13,88.72,0.001,-0.109,1.008
10.0,51.5081186,-0.1278,64.93,12.67,96.13,5.04,-0.25,180.0,11,91.36,-0.018,-0.108,1.014
10.5,51.5081164,-0.1278906,65.22,12.96,95.95,5.05,0.19,184.5,12,84.26,0.002,-0.078,1.006
11.0,51.5081098,-0.1279806,65.28,12.6,95.76,5.63,-0.32,189.0,13,84.96,-0.016,-0.117,1.007
11.5,51.5080988,-0.1280695,64.99,12.33,95.58,5.24,-1.5,193.5,11,84.11,-0.016,-0.104,0.987
12.0,51.5080835,-0.1281568,65.05,12.59,95.39,3.88,-0.79,198.0,11,86.73,-0.024,-0.053,0.997
12.5,51.5080639,-0.1282419,65.05,12.45,95.21,2.99,-1.89,202.5,11,85.37,-0.021,-0.035,1.01
13.0,51.5080403,-0.1283242,64.99,12.17,95.03,3.35,-1.52,207.0,11,90.05,-0.037,-0.054,0.999
13.5,51.5080127,-0.1284033,64.41,12.42,94.84,3.2,-1.8,211.5,12,84.37,-0.049,-0.057,0.979
14.0,51.5079814,-0.1284787,64.67,12.58,94.66,1.99,-3.45,216.0,11,86.81,-0.054,-0.031,0.992
14.5,51.5079465,-0.1285499,64.2,12.43,94.47,0.68,-2.88,220.5,14,90.36,-0.048,-0.03,0.997
15.0,51.5079082,-0.1286164,64.29,12.6,94.29,1.12,-4.12,225.0,14,84.42,-0.067,-0.009,0.99
15.5,51.5078667,-0.128678,64.27,12.5,94.11,-0.71,-3.96,229.5,13,89.56,-0.086,0.009,0.995
16.0,51.5078224,-0.1287341,64.0,12.92,93.92,-0.6,-2.76,234.0,13,84.97,-0.041,0.028,1.008
16.5,51.5077755,-0.1287845,63.74,12.59,93.74,-1.19,-4.48,238.5,13,88.51,-0.094,0.024,0.977
17.0,51.5077263,-0.1288288,63.06,12.79,93.55,-2.44,-4.63,243.0,11,89.27,-0.086,0.055,0.989
17.5,51.507675,-0.1288667,63.2,12.19,93.37,-2.87,-3.94,247.5,13,88.63,-0.057,0.032,1.007
18.0,51.5076221,-0.1288981,62.71,12.74,93.18,-3.44,-3.46,252.0,11,88.4,-0.046,0.047,0.979
18.5,51.5075678,-0.1289227,62.69,12.68,93.0,-3.27,-3.59,256.5,14,86.02,-0.059,0.075,0.999
19.0,51.5075124,-0.1289404,62.35,12.47,92.82,-4.2,-3.14,261.0,12,87.32,-0.052,0.076,1.013
19.5,51.5074564,-0.1289511,61.85,12.29,92.63,-4.32,-3.2,265.5,12,84.77,-0.046,0.092,0.996
20.0,51.5074,-0.1289546,61.37,12.74,92.45,-5.17,-4.39,270.0,12,85.17,-0.076,0.107,1.007
20.5,51.5073436,-0.1289511,61.08,12.79,92.26,-4.57,-3.14,274.5,13,91.12,-0.062,0.07,1.007
21.0,51.5072876,-0.1289404,60.53,12.62,92.08,-5.75,-3.78,279.0,12,87.35,-0.058,0.108,0.981
21.5,51.5072322,-0.1289227,60.4,12.89,91.89,-5.19,-4.56,283.5,11,90.85,-0.084,0.1,1.011
22.0,51.5071779,-0.1288981,59.97,12.35,91.71,-6.24,-3.03,288.0,11,91.67,-0.039,0.098,0.98
22.5,51.507125,-0.1288667,59.49,12.32,91.53,-5.46,-2.57,292.5,13,85.36,-0.063,0.082,0.978
23.0,51.5070737,-0.1288288,59.46,12.26,91.34,-6.43,-2.25,297.0,11,86.85,-0.036,0.119,0.973
23.5,51.5070245,-0.1287845,58.83,12.52,91.16,-6.03,-3.44,301.5,14,87.13,-0.058,0.09,0.984
24.0,51.5069776,-0.1287341,58.68,12.26,90.97,-5.2,-1.8,306.0,11,88.22,-0.023,0.098,0.99
24.5,51.5069333,-0.128678,58.22,12.7,90.79,-5.55,-1.47,310.5,13,84.86,-0.008,0.09,0.998
25.0,51.5068918,-0.1286164,57.93,12.7,90.61,-5.74,-2.96,315.0,13,89.43,-0.049,0.087,0.999
25.5,51.5068535,-0.1285499,57.68,12.31,90.42,-4.78,-1.47,319.5,11,84.87,-0.023,0.1,1.002
26.0,51.5068186,-0.1284787,57.38,12.5,90.24,-5.7,-2.11,324.0,14,86.5,-0.05,0.082,1.003
26.5,51.5067873,-0.1284033,57.15,12.6,90.05,-4.51,-1.45,328.5,13,86.17,-0.043,0.064,0.996
27.0,51.5067597,-0.1283242,56.58,12.72,89.87,-4.61,-0.09,333.0,14,87.59,0.011,0.063,0.997
27.5,51.5067361,-0.1282419,56.76,12.29,89.68,-4.05,-0.15,337.5,11,85.48,-0.015,0.067,1.007
28.0,51.5067165,-0.1281568,56.41,12.77,89.5,-3.6,-0.89,342.0,14,90.39,-0.014,0.05,0.985
28.5,51.5067012,-0.1280695,56.21,12.46,89.32,-3.72,0.84,346.5,14,91.13,0.033,0.06,1.0
29.0,51.5066902,-0.1279806,55.84,12.67,89.13,-1.83,0.86,351.0,13,91.17,0.022,0.013,0.987
29.5,51.5066836,-0.1278906,55.69,12.25,88.95,-1.73,0.28,355.5,12,88.19,0.003,0.018,1.001
30.0,51.5066814,-0.1278,55.17,12.57,88.76,-1.38,1.02,0.0,13,91.67,0.034,0.01,1.011
30.5,51.5066836,-0.1277094,55.39,12.21,88.58,-1.37,0.92,4.5,11,87.99,-0.003,0.018,0.993
31.0,51.5066902,-0.1276194,55.11,12.72,88.39,-1.34,2.43,9.0,11,89.73,0.052,0.017,1.011
31.5,51.5067012,-0.1275305,55.37,12.86,88.21,-0.03,2.56,13.5,14,86.53,0.056,-0.003,1.013
32.0,51.5067165,-0.1274432,55.17,12.48,88.03,0.65,1.46,18.0,14,85.67,0.025,-0.03,0.998
32.5,51.5067361,-0.1273581,55.13,12.52,87.84,1.2,1.66,22.5,13,86.94,0.024,-0.02,1.003
33.0,51.5067597,-0.1272758,54.83,12.17,87.66,1.29,3.4,27.0,12,90.84,0.061,-0.036,0.979
33.5,51.5067873,-0.1271967,55.06,12.57,87.47,2.7,2.34,31.5,12,87.54,0.028,-0.033,0.994
34.0,51.5068186,-0.1271213,54.94,12.19,87.29,3.39,2.74,36.0,11,87.17,0.029,-0.041,0.986
34.5,51.5068535,-0.1270501,54.87,12.55,87.11,2.8,3.69,40.5,13,91.3,0.068,-0.037,0.988
35.0,51.5068918,-0.1269836,55.49,12.92,86.92,4.52,4.53,45.0,14,86.0,0.07,-0.066,0.999
35.5,51.5069333,-0.126922,55.23,12.24,86.74,4.74,4.67,49.5,11,84.84,0.089,-0.102,0.993
36.0,51.5069776,-0.1268659,55.45,12.32,86.55,4.78,3.5,54.0,14,86.72,0.06,-0.089,1.001
36.5,51.5070245,-0.1268155,55.55,12.77,86.37,5.37,3.71,58.5,13,85.47,0.061,-0.093,0.995
37.0,51.5070737,-0.1267712,55.82,12.79,86.18,5.2,4.65,63.0,14,90.69,0.083,-0.074,0.987
37.5,51.507125,-0.1267333,55.95,12.35,86.0,6.19,3.96,67.5,13,90.57,0.069,-0.098,1.008
38.0,51.5071779,-0.1267019,56.35,12.93,85.82,4.89,3.34,72.0,11,90.58,0.042,-0.078,1.001
38.5,51.5072322,-0.1266773,56.36,12.65,85.63,6.53,3.08,76.5,11,87.6,0.07,-0.104,0.985
39.0,51.5072876,-0.1266596,56.66,12.22,85.45,5.79,4.82,81.0,11,86.71,0.076,-0.103,1.004
39.5,51.5073436,-0.1266489,56.84,12.72,85.26,6.95,4.69,85.5,12,88.68,0.062,-0.132,1.008
40.0,51.5074,-0.1266454,57.14,12.62,85.08,5.78,4.27,90.0,13,90.31,0.076,-0.113,0.979
40.5,51.5074564,-0.1266489,57.36,12.83,84.89,5.04,2.62,94.5,11,85.59,0.061,-0.104,0.994
41.0,51.5075124,-0.1266596,57.77,12.83,84.71,5.88,3.69,99.0,13,87.22,0.071,-0.091,0.984
41.5,51.5075678,-0.1266773,58.53,12.52,84.53,5.17,2.46,103.5,11,87.71,0.052,-0.107,0.989
42.0,51.5076221,-0.1267019,58.59,12.22,84.34,5.23,3.49,108.0,14,90.27,0.043,-0.09,0.984
42.5,51.507675,-0.1267333,59.15,12.22,84.16,4.26,2.66,112.5,13,85.74,0.033,-0.057,1.005
43.0,51.5077263,-0.1267712,59.53,12.96,83.97,4.63,3.4,117.0,14,86.94,0.047,-0.076,0.991
43.5,51.5077755,-0.1268155,59.89,12.95,83.79,3.92,2.45,121.5,11,86.34,0.06,-0.081,0.981
44.0,51.5078224,-0.1268659,60.15,12.4,83.61,3.55,2.27,126.0,11,85.56,0.028,-0.062,0.979
44.5,51.5078667,-0.126922,60.35,12.32,83.42,3.57,0.98,130.5,14,86.39,0.014,-0.079,0.984
45.0,51.5079082,-0.1269836,60.88,12.73,83.24,3.43,2.35,135.0,13,91.54,0.038,-0.042,0.996
45.5,51.5079465,-0.1270501,61.37,12.34,83.05,2.83,0.65,139.5,11,87.71,0.027,-0.037,0.991
46.0,51.5079814,-0.1271213,61.27,12.81,82.87,0.36,0.01,144.0,12,88.29,-0.013,-0.024,0.988
46.5,51.5080127,-0.1271967,61.92,12.54,82.68,1.71,0.99,148.5,11,87.92,0.007,-0.039,1.016
47.0,51.5080403,-0.1272758,62.29,12.65,82.5,0.77,-0.02,153.0,13,85.98,0.012,-0.017,0.99
47.5,51.5080639,-0.1273581,62.13,12.51,82.32,-0.2,0.1,157.5,12,91.63,0.011,0.017,0.996
48.0,51.5080835,-0.1274432,62.87,12.44,82.13,-1.78,-1.55,162.0,11,84.14,-0.021,0.047,1.015
48.5,51.5080988,-0.1275305,62.99,12.7,81.95,-0.77,-0.28,166.5,14,86.97,0.0,0.005,0.983
49.0,51.5081098,-0.1276194,63.07,12.83,81.76,-3.0,-0.68,171.0,14,87.64,0.0,0.05,1.017
49.5,51.5081164,-0.1277094,63.34,12.42,81.58,-2.7,-1.72,175.5,12,90.62,-0.013,0.052,0.98
50.0,51.5081186,-0.1278,63.83,12.61,81.39,-3.29,-2.29,180.0,13,84.82,-0.033,0.052,0.998
50.5,51.5081164,-0.1278906,64.25,12.93,81.21,-3.46,-2.74,184.5,13,85.45,-0.053,0.074,0.99
51.0,51.5081098,-0.1279806,64.08,12.93,81.03,-3.31,-2.77,189.0,14,88.44,-0.067,0.054,0.994
51.5,51.5080988,-0.1280695,64.64,12.56,80.84,-3.69,-2.19,193.5,11,89.94,-0.025,0.07,1.01
52.0,51.5080835,-0.1281568,64.26,12.39,80.66,-4.04,-3.77,198.0,13,91.87,-0.067,0.062,0.998
52.5,51.5080639,-0.1282419,64.49,12.56,80.47,-5.94,-3.82,202.5,12,89.52,-0.068,0.099,0.973
53.0,51.5080403,-0.1283242,64.74,12.31,80.29,-5.28,-3.7,207.0,12,91.0,-0.083,0.111,0.995
53.5,51.5080127,-0.1284033,64.82,12.25,80.11,-5.96,-2.52,211.5,13,84.84,-0.059,0.096,0.989
54.0,51.5079814,-0.1284787,65.21,12.65,79.92,-5.02,-4.63,216.0,13,91.98,-0.062,0.077,0.987
54.5,51.5079465,-0.1285499,65.26,12.55,79.74,-5.57,-4.14,220.5,11,89.92,-0.071,0.111,0.99
55.0,51.5079082,-0.1286164,64.94,12.6,79.55,-6.39,-4.57,225.0,14,90.66,-0.092,0.115,1.008
55.5,51.5078667,-0.128678,65.2,12.31,79.37,-5.04,-3.26,229.5,12,86.54,-0.043,0.073,0.999
56.0,51.5078224,-0.1287341,64.68,12.66,79.18,-6.52,-3.84,234.0,12,90.96,-0.055,0.133,0.999
56.5,51.5077755,-0.1287845,64.9,12.78,79.0,-6.54,-3.92,238.5,14,86.61,-0.065,0.103,0.989
57.0,51.5077263,-0.1288288,64.83,12.68,78.82,-5.33,-3.58,243.0,13,90.9,-0.049,0.084,1.013
57.5,51.507675,-0.1288667,64.54,12.26,78.63,-5.25,-3.49,247.5,13,89.83,-0.071,0.089,0.985
58.0,51.5076221,-0.1288981,64.32,12.43,78.45,-4.36,-4.53,252.0,14,91.96,-0.097,0.073,0.996
58.5,51.5075678,-0.1289227,64.45,12.4,78.26,-5.1,-4.03,256.5,12,91.85,-0.076,0.077,0.996
59.0,51.5075124,-0.1289404,64.43,12.51,78.08,-3.43,-3.25,261.0,13,84.1,-0.062,0.055,0.994
59.5,51.5074564,-0.1289511,64.24,12.71,77.89,-4.5,-3.54,265.5,13,85.76,-0.067,0.083,0.981
60.0,51.5074,-0.1289546,63.52,12.42,77.71,-3.65,-4.3,270.0,13,88.27,-0.065,0.077,1.009
60.5,51.5073436,-0.1289511,63.77,12.52,77.53,-2.33,-3.92,274.5,14,85.8,-0.083,0.033,0.999
61.0,51.5072876,-0.1289404,63.03,12.31,77.34,-1.38,-3.09,279.0,13,87.06,-0.054,0.044,0.997
61.5,51.5072322,-0.1289227,62.77,12.33,77.16,-1.31,-2.54,283.5,13,87.49,-0.06,0.042,1.006
62.0,51.5071779,-0.1288981,62.44,12.52,76.97,-0.49,-1.48,288.0,11,90.8,-0.033,0.025,1.005
62.5,51.507125,-0.1288667,62.14,12.69,76.79,-0.11,-1.43,292.5,12,91.07,-0.037,-0.002,0.983
63.0,51.5070737,-0.1288288,62.15,12.19,76.61,1.07,-1.85,297.0,11,85.44,-0.02,-0.006,1.016
63.5,51.5070245,-0.1287845,61.67,12.44,76.42,0.71,-0.68,301.5,12,85.62,-0.02,0.004,0.985
64.0,51.5069776,-0.1287341,61.41,12.66,76.24,1.1,-0.75,306.0,12,87.58,-0.004,-0.005,1.005
64.5,51.5069333,-0.128678,61.04,12.85,76.05,1.33,-1.77,310.5,14,84.96,-0.014,-0.027,0.988
65.0,51.5068918,-0.1286164,60.5,12.2,75.87,2.52,-0.88,315.0,11,85.89,-0.021,-0.055,0.99
65.5,51.5068535,-0.1285499,60.25,12.21,75.68,3.98,0.15,319.5,12,85.76,0.0,-0.067,0.987
66.0,51.5068186,-0.1284787,60.1,12.34,75.5,3.89,0.24,324.0,12,89.47,0.005,-0.064,0.995
66.5,51.5067873,-0.1284033,59.43,12.41,75.32,3.77,-0.49,328.5,14,87.92,-0.005,-0.075,1.014
67.0,51.5067597,-0.1283242,59.38,12.34,75.13,5.08,1.65,333.0,13,87.25,0.034,-0.078,0.98
67.5,51.5067361,-0.1282419,58.87,12.86,74.95,4.11,0.65,337.5,13,88.22,0.025,-0.073,0.999
68.0,51.5067165,-0.1281568,58.79,12.52,74.76,5.14,1.49,342.0,12,88.99,0.034,-0.071,0.999
68.5,51.5067012,-0.1280695,58.28,12.71,74.58,5.01,1.28,346.5,14,90.69,0.032,-0.096,0.976
69.0,51.5066902,-0.1279806,58.01,12.75,74.39,5.36,1.89,351.0,12,86.0,0.041,-0.091,0.991
69.5,51.5066836,-0.1278906,57.35,12.61,74.21,5.47,2.67,355.5,12,88.33,0.045,-0.079,0.996
70.0,51.5066814,-0.1278,57.2,12.75,74.03,6.16,2.89,0.0,12,88.04,0.037,-0.123,0.994
70.5,51.5066836,-0.1277094,57.24,12.86,64.78,6.03,2.53,4.5,11,87.84,0.052,-0.116,0.984
71.0,51.5066902,-0.1276194,56.54,12.25,55.52,5.73,2.27,9.0,13,91.7,0.027,-0.097,0.995
71.5,51.5067012,-0.1275305,56.27,12.34,46.27,6.89,3.77,13.5,13,91.22,0.05,-0.112,1.001
72.0,51.5067165,-0.1274432,56.04,12.53,37.02,6.74,3.03,18.0,12,85.32,0.06,-0.127,0.992
72.5,51.5067361,-0.1273581,52.42,12.3,36.27,6.1,3.55,22.5,14,91.82,0.059,-0.114,0.983
73.0,51.5067597,-0.1272758,49.02,11.21,35.52,4.43,3.55,27.0,11,85.69,0.072,-0.077,1.013
73.5,51.5067873,-0.1271967,45.35,11.08,34.77,4.82,2.89,31.5,13,85.62,0.037,-0.065,1.005
74.0,51.5068186,-0.1271213,41.57,10.53,34.02,4.03,3.98,36.0,12,86.07,0.053,-0.087,1.002
74.5,51.5068535,-0.1270501,37.86,9.94,33.27,4.6,3.99,40.5,14,88.42,0.076,-0.082,0.981
75.0,51.5068918,-0.1269836,34.62,9.01,32.52,4.27,3.82,45.0,11,84.26,0.067,-0.081,1.014
75.5,51.5069333,-0.126922,30.86,8.89,31.77,3.2,4.61,49.5,14,91.48,0.089,-0.051,0.993
76.0,51.5069776,-0.1268659,27.45,7.91,31.02,2.35,3.3,54.0,14,84.77,0.05,-0.038,0.999
76.5,51.5070245,-0.1268155,24.09,7.52,30.27,1.43,2.99,58.5,13,85.79,0.05,-0.025,1.004
77.0,51.5070737,-0.1267712,20.73,7.01,29.52,2.61,3.28,63.0,14,89.09,0.069,-0.059,0.995
77.5,51.507125,-0.1267333,17.2,6.43,28.77,2.12,4.63,67.5,12,87.51,0.066,-0.017,0.983
78.0,51.5071779,-0.1267019,13.74,6.16,28.02,-0.11,3.63,72.0,14,90.42,0.073,0.013,0.979
78.5,51.5072322,-0.1266773,10.28,5.46,27.27,-0.84,3.49,76.5,14,91.25,0.043,0.022,0.99
79.0,51.5072876,-0.1266596,6.9,4.81,26.52,-0.94,2.57,81.0,11,87.25,0.051,0.001,1.006
79.5,51.5073436,-0.1266489,3.45,4.22,25.77,-1.36,3.6,85.5,12,89.04,0.046,0.031,0.998
80.0,51.5074,-0.1266454,0.0,0.0,25.02,-2.59,3.23,90.0,11,87.37,0.065,0.048,0.993
80.5,51.5074564,-0.1266489,0.0,0.0,24.27,-3.23,2.25,94.5,13,90.29,0.049,0.045,0.982
81.0,51.5075124,-0.1266596,0.0,0.0,23.52,-2.99,2.89,99.0,13,88.8,0.057,0.072,0.979
81.5,51.5075678,-0.1266773,0.0,0.0,22.77,-3.71,2.41,103.5,14,86.04,0.057,0.067,0.991
82.0,51.5076221,-0.1267019,0.0,0.0,22.02,-3.36,2.32,108.0,13,91.23,0.036,0.06,0.983
82.5,51.507675,-0.1267333,0.0,0.0,21.27,-5.21,1.34,112.5,11,88.84,0.019,0.09,0.996
83.0,51.5077263,-0.1267712,0.0,0.0,20.52,-4.72,0.31,117.0,12,91.32,-0.007,0.098,1.009
83.5,51.5077755,-0.1268155,0.0,0.0,19.77,-5.75,1.43,121.5,11,84.98,0.029,0.118,0.986
84.0,51.5078224,-0.1268659,0.0,0.0,19.02,-5.46,-0.16,126.0,12,89.52,0.002,0.095,1.001
84.5,51.5078667,-0.126922,0.0,0.0,18.27,-5.47,0.4,130.5,13,86.54,0.002,0.114,0.987
85.0,51.5079082,-0.1269836,0.0,0.0,17.52,-6.28,-0.67,135.0,13,85.83,0.004,0.103,0.986
85.5,51.5079465,-0.1270501,0.0,0.0,16.77,-5.78,-0.65,139.5,13,90.53,-0.022,0.087,0.986
86.0,51.5079814,-0.1271213,0.0,0.0,16.02,-6.29,-1.2,144.0,13,91.75,-0.005,0.126,0.996
86.5,51.5080127,-0.1271967,0.0,0.0,15.27,-6.89,-0.29,148.5,13,88.63,0.008,0.121,0.991
87.0,51.5080403,-0.1272758,0.0,0.0,14.52,-6.78,-1.58,153.0,14,89.72,-0.016,0.129,0.982
87.5,51.5080639,-0.1273581,0.0,0.0,13.77,-6.61,-2.38,157.5,13,86.75,-0.055,0.108,0.977
88.0,51.5080835,-0.1274432,0.0,0.0,13.02,-5.88,-2.35,162.0,13,84.16,-0.043,0.111,1.014
88.5,51.5080988,-0.1275305,0.0,0.0,12.27,-4.91,-2.56,166.5,14,86.22,-0.031,0.074,0.994
89.0,51.5081098,-0.1276194,0.0,0.0,11.52,-4.74,-1.7,171.0,13,87.83,-0.03,0.081,0.995
89.5,51.5081164,-0.1277094,0.0,0.0,10.77,-3.92,-3.58,175.5,12,85.4,-0.051,0.059,0.979
90.0,51.5081186,-0.1278,0.0,0.0,10.02,-3.81,-2.28,180.0,11,91.87,-0.053,0.072,0.997
90.5,51.5081164,-0.1278906,0.0,0.0,9.27,-5.07,-3.32,184.5,14,91.0,-0.056,0.072,1.01
91.0,51.5081098,-0.1279806,0.0,0.0,8.52,-2.97,-3.87,189.0,13,84.23,-0.079,0.06,0.978
91.5,51.5080988,-0.1280695,0.0,0.0,7.77,-3.71,-3.18,193.5,13,90.13,-0.048,0.045,0.984
92.0,51.5080835,-0.1281568,0.0,0.0,7.02,-3.17,-3.55,198.0,12,89.61,-0.068,0.056,0.993
92.5,51.5080639,-0.1282419,0.0,0.0,6.27,-1.23,-4.23,202.5,13,84.62,-0.063,0.023,0.99
93.0,51.5080403,-0.1283242,0.0,0.0,5.52,-0.67,-3.84,207.0,13,86.69,-0.056,0.023,0.99
93.5,51.5080127,-0.1284033,0.0,0.0,4.77,-0.43,-3.78,211.5,14,91.72,-0.066,0.02,1.015
94.0,51.5079814,-0.1284787,0.0,0.0,4.02,0.17,-4.12,216.0,11,89.2,-0.073,0.003,1.001
94.5,51.5079465,-0.1285499,0.0,0.0,3.27,0.35,-4.01,220.5,12,90.78,-0.05,-0.023,1.005
95.0,51.5079082,-0.1286164,0.0,0.0,3.0,0.69,-4.64,225.0,13,89.72,-0.063,0.004,0.987
